File name	Line	Function	Duration[ms]	Explored nodes
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Examples\Inetraction\Scripts\ARCubeInteraction.cs	102	_ARCubeInteraction.OnTriggerExit$UnityEngine.Collider$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\ArState.cs	7	_ArState.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\ArState.cs	12	_ArState.CheckForTrackingState$UnityEngine.XR.ARFoundation.ARSessionStateChangedEventArgs$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\BoundingBoxUI.cs	16	_BoundingBoxUI.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\ManoVisualization\BoundingBoxUI.cs	38	_BoundingBoxUI.UpdateInfo$BoundingBox$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\UIBlurEffect\Scripts\BWEffect.cs	10	_BWEffect.Awake$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\UIBlurEffect\Scripts\BWEffect.cs	16	_BWEffect.OnRenderImage$UnityEngine.RenderTexture.UnityEngine.RenderTexture$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\CategoryManager.cs	28	_CategoryManager.Awake$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\CategoryManager.cs	36	_CategoryManager.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\CategoryManager.cs	42	_CategoryManager.SetupMenu$System.Collections.Generic.List$ManoMotion.UI.Buttons.UIIconBehavior.IconFunctionality$$	79	1461
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\CategoryManager.cs	69	_CategoryManager.PositionCategories$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\CategoryManager.cs	96	_CategoryManager.GetAllIconBehaviors$$	24	803
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\Category.cs	30	_Category.Awake$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\Category.cs	35	_Category.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\Category.cs	45	_Category.InitializeUIValues$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\Category.cs	60	_Category.CalculateDimensions$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\Category.cs	112	_Category.InitializeIconBehaviors$$	13	403
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\CubeGameManager.cs	24	_CubeGameManager.Awake$$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\CubeGameManager.cs	39	_CubeGameManager.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\CubeGameManager.cs	70	_CubeGameManager.AwardPoints$int$	0	8
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\CubeGameManager.cs	86	_CubeGameManager.HandleManoMotionFrameProcessed$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\CubeGameManager.cs	128	_CubeGameManager.FireAt$GestureInfo$	0	17
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\CubeSpawn.cs	23	_CubeSpawn.InitializeCubeParts$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\CubeSpawn.cs	30	_CubeSpawn.AwardPoints$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Blocks\Scripts\CubeSpawn.cs	36	_CubeSpawn.Randomize$$	0	8
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\DetectionInstruction.cs	7	_DetectionInstruction.OnEnable$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\DetectionInstruction.cs	12	_DetectionInstruction.InitializeInstruction$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\DetectionInstruction.cs	30	_DetectionInstruction.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\DetectionInstruction.cs	74	_DetectionInstruction.ProgressWithInstructionStep$$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\DetectionInstruction.cs	89	_DetectionInstruction.GuideHowTo$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\DetectionInstruction.cs	99	_DetectionInstruction.StopResponding$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\ExampleDetectionCanvas.cs	27	_ExampleDetectionCanvas.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\ExampleDetectionCanvas.cs	34	_ExampleDetectionCanvas.HandleShowBoundingBoxValueChanged$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Detection\Scripts\ExampleDetectionEdges.cs	15	_ExampleDetectionEdges.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Detection\Scripts\ExampleDetectionEdges.cs	23	_ExampleDetectionEdges.HandleManoMotionFrameUpdated$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Detection\Scripts\ExampleDetectionEdges.cs	75	_ExampleDetectionEdges.FadeOut$UnityEngine.UI.Image$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Detection\Scripts\ExampleDetectionEdges.cs	91	_ExampleDetectionEdges.FadeIn$UnityEngine.UI.Image$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Spooky\Scripts\ExampleSpooky.cs	19	_ExampleSpooky.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Spooky\Scripts\ExampleSpooky.cs	31	_ExampleSpooky.HandleManoMotionFrameUpdated$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Spooky\Scripts\ExampleSpooky.cs	48	_ExampleSpooky.MoveAndScaleSpookey$TrackingInfo.Warning$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Spooky\Scripts\ExampleSpooky.cs	88	_ExampleSpooky.HighlightSpookeyImage$Warning$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Spooky\Scripts\ExampleSpooky.cs	104	_ExampleSpooky.FadeOut$UnityEngine.UI.Image$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Examples\Spooky\Scripts\ExampleSpooky.cs	118	_ExampleSpooky.FadeIn$UnityEngine.UI.Image$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\FollowHand.cs	7	_FollowHand.Start$$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\FollowHand.cs	12	_FollowHand.Update$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Scripts\Models\FollowHand.cs	20	_FollowHand.TrackMovement$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\GestureInstruction.cs	17	_GestureInstruction.OnEnable$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\GestureInstruction.cs	22	_GestureInstruction.PopulateTriggerList$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\GestureInstruction.cs	46	_GestureInstruction.InitializeInstruction$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\GestureInstruction.cs	66	_GestureInstruction.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\GestureInstruction.cs	151	_GestureInstruction.ProgressWithInstructionStep$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\GestureInstruction.cs	178	_GestureInstruction.UpdateTriggerGestureDescription$$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\GestureInstruction.cs	286	_GestureInstruction.GuideHowTo$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\GestureInstruction.cs	298	_GestureInstruction.StopResponding$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	260	_GizmoManager.Start$$	0	8
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	274	_GizmoManager.Initialize$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	286	_GizmoManager.DisplayInformationAfterManoMotionProcessFrame$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	313	_GizmoManager.DisplayDepthEstimation$float$	0	23
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	336	_GizmoManager.DisplayCurrentsmoothingValue$Session$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	348	_GizmoManager.DisplayCurrentGestureSmoothingValue$Session$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	360	_GizmoManager.DisplayPalmCenter$UnityEngine.Vector3.GestureInfo.Warning$	0	17
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	550	_GizmoManager.DisplayHandState$int$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	565	_GizmoManager.DisplayTriggerGesture$ManoGestureTrigger.TrackingInfo$	37	822
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	617	_GizmoManager.InitializeTriggerPool$$	13	403
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	632	_GizmoManager.GetCurrentPooledTrigger$$	20	503
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	648	_GizmoManager.TriggerDisplay$TrackingInfo.ManoGestureTrigger$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	665	_GizmoManager.HighlightStatesToStateDetection$int$	7	616
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	684	_GizmoManager.DisplayApproachingToEdgeFlags$Warning$	0	12
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	710	_GizmoManager.ShouldDisplaySmoothingSlider$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	718	_GizmoManager.DisplaySmoothingSlider$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	727	_GizmoManager.SetGestureDescriptionParts$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\Gizmos\GizmoManager.cs	742	_GizmoManager.InitializeFlagParts$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\UIBlurEffect\Scripts\GrabPass.cs	16	_GrabPass.Awake$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\UIBlurEffect\Scripts\GrabPass.cs	25	_GrabPass.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\UIBlurEffect\Scripts\Grayscale.cs	9	_Grayscale.Awake$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\UIBlurEffect\Scripts\Grayscale.cs	15	_Grayscale.OnRenderImage$UnityEngine.RenderTexture.UnityEngine.RenderTexture$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Examples\Inetraction\Scripts\HandCollider.cs	28	_HandCollider.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Examples\Inetraction\Scripts\HandCollider.cs	36	_HandCollider.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\HandSideInstruction.cs	6	_HandSideInstruction.OnEnable$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\HandSideInstruction.cs	11	_HandSideInstruction.InitializeInstruction$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\HandSideInstruction.cs	32	_HandSideInstruction.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\HandSideInstruction.cs	43	_HandSideInstruction.RepondToUserActions$$	0	9
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\HandSideInstruction.cs	67	_HandSideInstruction.ProgressWithInstructionStep$$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\HandSideInstruction.cs	102	_HandSideInstruction.GuideHowTo$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Instructions\HandSideInstruction.cs	111	_HandSideInstruction.StopResponding$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	32	_HowToAnimations.ShouldShowCheckMark$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	38	_HowToAnimations.HighlightImagesUpToStep$int$	7	626
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	61	_HowToAnimations.ShouldDisplayImageSteps$bool$	11	403
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	69	_HowToAnimations.ShouldShowAnimationImage$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	96	_HowToAnimations.ShouldShowHandOutlineImage$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	108	_HowToAnimations.ShowHowToPick$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	112	_HowToAnimations.ShowHowToDrop$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	117	_HowToAnimations.ShowHowToClick$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	122	_HowToAnimations.ShowHowToGrab$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToAnimations.cs	127	_HowToAnimations.ShowHowToRelease$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	57	_ManoMotion.HowToUse.HowToInstructor.Awake$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	66	_ManoMotion.HowToUse.HowToInstructor.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	71	_ManoMotion.HowToUse.HowToInstructor.DisplayFirstTimeInstructions$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	79	_ManoMotion.HowToUse.HowToInstructor.RetrieveInstructionsHistory$$	0	6
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	216	_ManoMotion.HowToUse.HowToInstructor.ProgressWithNextInstruction$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	228	_ManoMotion.HowToUse.HowToInstructor.SkipInstructions$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	239	_ManoMotion.HowToUse.HowToInstructor.ConfirmInstructionSeen$$	0	11
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	265	_ManoMotion.HowToUse.HowToInstructor.ShouldDisplayCard$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	273	_ManoMotion.HowToUse.HowToInstructor.ShouldDisplayInstructions$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	284	_ManoMotion.HowToUse.HowToInstructor.PlaceTextOnCard$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	296	_ManoMotion.HowToUse.HowToInstructor.IllustrateCurrentInstructionOnCanvas$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	306	_ManoMotion.HowToUse.HowToInstructor.UpdateCurrentInstructionStepOnCanvas$string$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	317	_ManoMotion.HowToUse.HowToInstructor.HighlightInstructionsBackground$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	326	_ManoMotion.HowToUse.HowToInstructor.HandleInstructionsHighlight$$	0	8
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	347	_ManoMotion.HowToUse.HowToInstructor.AreAllInstructionFinished$$	18	503
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	362	_ManoMotion.HowToUse.HowToInstructor.ShowCurrentInstructionOnCanvas$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	377	_ManoMotion.HowToUse.HowToInstructor.HighlightConfirmation$$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	389	_ManoMotion.HowToUse.HowToInstructor.DehighlightConfirmation$$	0	7
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	400	_ManoMotion.HowToUse.HowToInstructor.CloseHowToInstructions$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\ApplicationIntro\Scripts\HowToInstructor.cs	409	_ManoMotion.HowToUse.HowToInstructor.ShouldShowTriggerAnimationVisuals$bool$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\IconMainMenu.cs	12	_IconMainMenu.Start$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\IconMainMenu.cs	17	_IconMainMenu.Update$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\IconMainMenu.cs	25	_IconMainMenu.CheckForScreenOrientationChange$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\Manomotion\Scripts\MainMenu\IconMainMenu.cs	34	_IconMainMenu.OnEnable$$	0	5
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	31	_InputManagerArFoundation.Awake$$	0	3
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	43	_InputManagerArFoundation.GetInputScaleValue$int$	0	2
C:\Hochschule\Projektarbeit\Unity\GitHubArMidiController\ArMidiController\Assets\ManoMotion ARFoundation\Scripts\InputManagerArFoundation.cs	51	_InputManagerArFoundation.Start$$	0	3
